,index,registration,aircraft_type,serial_No,age,company
0,1,C-FYJI,Airbus A319-114,0682,22,Air Canada
1,2,C-FYKC,Airbus A319-114,0691,22,Air Canada
2,3,C-FYKR,Airbus A319-114,0693,22,Air Canada
3,4,C-FZUH,Airbus A319-114,0711,22,Air Canada
4,5,C-FZUJ,Airbus A319-114,0719,22,Air Canada
5,6,C-FZUL,Airbus A319-114,0721,22,Air Canada
6,7,C-GAPY,Airbus A319-114,0728,22,Air Canada
7,8,C-GAQL,Airbus A319-114,0732,22,Air Canada
8,9,C-GAQX,Airbus A319-114,0736,22,Air Canada
9,10,C-GAQZ,Airbus A319-114,0740,22,Air Canada
10,11,C-GARG,Airbus A319-114,0742,22,Air Canada
11,12,C-GBHM,Airbus A319-114,0769,22,Air Canada
12,13,C-GBHN,Airbus A319-114,0773,22,Air Canada
13,14,C-GBIA,Airbus A319-114,0817,22,Air Canada
14,15,C-GBIK,Airbus A319-114,0831,21,Air Canada
15,16,C-GBIP,Airbus A319-114,0546,24,Air Canada
16,18,C-FDCA,Airbus A320-211,0232,28,Air Canada
17,19,C-FDRK,Airbus A320-211,0084,30,Air Canada
18,20,C-FDRP,Airbus A320-211,0122,29,Air Canada
19,21,C-FDSN,Airbus A320-211,0126,29,Air Canada
20,22,C-FDST,Airbus A320-211,0127,29,Air Canada
21,23,C-FDSU,Airbus A320-211,0141,29,Air Canada
22,24,C-FFWI,Airbus A320-211,0149,29,Air Canada
23,25,C-FFWM,Airbus A320-211,0154,29,Air Canada
24,26,C-FGJI,Airbus A320-214,1787,17,Air Canada
25,27,C-FGKH,Airbus A320-214,1975,17,Air Canada
26,28,C-FGYL,Airbus A320-211,0254,28,Air Canada
27,29,C-FGYS,Airbus A320-211,0255,28,Air Canada
28,30,C-FKCK,Airbus A320-211,0265,28,Air Canada
29,31,C-FKCO,Airbus A320-211,0277,28,Air Canada
30,32,C-FKCR,Airbus A320-211,0290,28,Air Canada
31,33,C-FKOJ,Airbus A320-211,0330,27,Air Canada
32,34,C-FKPT,Airbus A320-211,0324,28,Air Canada
33,35,C-FLSS,Airbus A320-211,0284,28,Air Canada
34,36,C-FLSU,Airbus A320-211,0309,28,Air Canada
35,37,C-FMSX,Airbus A320-211,0378,27,Air Canada
36,38,C-FNVU,Airbus A320-211,0403,27,Air Canada
37,39,C-FNVV,Airbus A320-211,0404,27,Air Canada
38,40,C-FPDN,Airbus A320-211,0341,27,Air Canada
39,41,C-FPWD,Airbus A320-211,0231,28,Air Canada
40,42,C-FTJO,Airbus A320-211,0183,29,Air Canada
41,43,C-FTJQ,Airbus A320-211,0242,28,Air Canada
42,44,C-FTJR,Airbus A320-211,0248,28,Air Canada
43,45,C-FTJS,Airbus A320-211,0253,28,Air Canada
44,46,C-FXCD,Airbus A320-214,2018,16,Air Canada
45,47,C-FZQS,Airbus A320-214,2145,16,Air Canada
46,48,C-FZUB,Airbus A320-214,1940,17,Air Canada
47,49,C-GJVT,Airbus A320-214,1719,18,Air Canada
48,50,C-GKOD,Airbus A320-214,1864,17,Air Canada
49,51,C-GKOE,Airbus A320-214,1874,17,Air Canada
50,52,C-GPWG,Airbus A320-211,0174,29,Air Canada
51,53,C-GQCA,Airbus A320-211,0210,28,Air Canada
52,55,C-FGKN,Airbus A321-211,3051,13,Air Canada
53,56,C-FGKP,Airbus A321-211,3884,10,Air Canada
54,57,C-FGKZ,Airbus A321-211,3401,12,Air Canada
55,58,C-FJNX,Airbus A321-211,1691,18,Air Canada
56,59,C-FLKX,Airbus A321-211,1299,19,Air Canada
57,60,C-GITU,Airbus A321-211,1602,18,Air Canada
58,61,C-GITY,Airbus A321-211,1611,18,Air Canada
59,62,C-GIUB,Airbus A321-211,1623,18,Air Canada
60,63,C-GIUE,Airbus A321-211,1632,18,Air Canada
61,64,C-GIUF,Airbus A321-211,1638,18,Air Canada
62,65,C-GJVX,Airbus A321-211,1726,18,Air Canada
63,66,C-GJWD,Airbus A321-211,1748,17,Air Canada
64,67,C-GJWI,Airbus A321-211,1772,17,Air Canada
65,68,C-GJWN,Airbus A321-211,1783,17,Air Canada
66,69,C-GJWO,Airbus A321-211,1811,17,Air Canada
67,71,C-GEFA,Airbus A330-343,0997,11,Air Canada
68,72,C-GEGC,Airbus A330-343,1006,11,Air Canada
69,73,C-GEGI,Airbus A330-343,1012,10,Air Canada
70,74,C-GEGP,Airbus A330-343,1015,10,Air Canada
71,75,C-GFAF,Airbus A330-343,0277,20,Air Canada
72,76,C-GFAH,Airbus A330-343,0279,20,Air Canada
73,77,C-GFAJ,Airbus A330-343,0284,20,Air Canada
74,78,C-GFUR,Airbus A330-343,0344,19,Air Canada
75,79,C-GHKR,Airbus A330-343,0400,19,Air Canada
76,80,C-GHKW,Airbus A330-343,0408,18,Air Canada
77,81,C-GHKX,Airbus A330-343,0412,18,Air Canada
78,82,C-GHLM,Airbus A330-343,0419,18,Air Canada
79,83,C-GKUG,Airbus A330-343,1149,9,Air Canada
80,84,C-GKUH,Airbus A330-343,1156,9,Air Canada
81,85,C-GOFW,Airbus A330-343,1485,6,Air Canada
82,87,C-FSCY,Boeing 737 MAX 8,61208,2,Air Canada
83,88,C-FSDB,Boeing 737 MAX 8,61210,2,Air Canada
84,89,C-FSDQ,Boeing 737 MAX 8,61209,2,Air Canada
85,90,C-FSDW,Boeing 737 MAX 8,61212,2,Air Canada
86,91,C-FSEQ,Boeing 737 MAX 8,61211,2,Air Canada
87,92,C-FSES,Boeing 737 MAX 8,61213,2,Air Canada
88,93,C-FSIL,Boeing 737 MAX 8,61214,2,Air Canada
89,94,C-FSIP,Boeing 737 MAX 8,61215,2,Air Canada
90,95,C-FSIQ,Boeing 737 MAX 8,61216,2,Air Canada
91,96,C-FSJH,Boeing 737 MAX 8,61218,2,Air Canada
92,97,C-FSJJ,Boeing 737 MAX 8,61217,1,Air Canada
93,98,C-FSKZ,Boeing 737 MAX 8,61219,1,Air Canada
94,99,C-FSLU,Boeing 737 MAX 8,61221,1,Air Canada
95,100,C-FSNQ,Boeing 737 MAX 8,61222,1,Air Canada
96,101,C-FSNU,Boeing 737 MAX 8,61220,1,Air Canada
97,102,C-FSOC,Boeing 737 MAX 8,61224,1,Air Canada
98,103,C-FSOI,Boeing 737 MAX 8,61223,1,Air Canada
99,104,C-FTJV,Boeing 737 MAX 8,61207,2,Air Canada
100,105,C-GEHI,Boeing 737 MAX 8,61225,1,Air Canada
101,106,C-GEHQ,Boeing 737 MAX 8,61226,1,Air Canada
102,107,C-GEHV,Boeing 737 MAX 8,61227,1,Air Canada
103,108,C-GEHY,Boeing 737 MAX 8,61228,1,Air Canada
104,109,C-GEIV,Boeing 737 MAX 8,61229,1,Air Canada
105,110,C-GEJL,Boeing 737 MAX 8,61230,1,Air Canada
106,111,C-GEJN,Boeing 737 MAX 8,61233,1,Air Canada
107,112,C-GEKH,Boeing 737 MAX 8,61231,1,Air Canada
108,113,C-GEKX,Boeing 737 MAX 8,61232,1,Air Canada
109,114,C-GEKZ,Boeing 737 MAX 8,61236,1,Air Canada
110,115,C-GELJ,Boeing 737 MAX 8,61234,1,Air Canada
111,116,C-GELQ,Boeing 737 MAX 8,61235,Brand,Air Canada
112,117,C-GELU,Boeing 737 MAX 8,61239,Brand,Air Canada
113,118,C-GEMV,Boeing 737 MAX 8,61238,Brand,Air Canada
114,119,C-GEOJ,Boeing 737 MAX 8,61237,Brand,Air Canada
115,120,C-GEPB,Boeing 737 MAX 8,61240,Brand,Air Canada
116,121,C-GEPF,Boeing 737 MAX 8,61242,Brand,Air Canada
117,123,C-FCAF,Boeing 767-375(ER),24084,31,Air Canada
118,124,C-FOCA,Boeing 767-375(ER),24575,29,Air Canada
119,125,C-FPCA,Boeing 767-375(ER),24306,31,Air Canada
120,126,C-FTCA,Boeing 767-375(ER),24307,31,Air Canada
121,127,C-GHOZ,Boeing 767-375(ER),24087,31,Air Canada
122,128,C-GLCA,Boeing 767-375(ER),25120,29,Air Canada
123,130,C-FIUA,Boeing 777-233(LR),35239,12,Air Canada
124,131,C-FIUF,Boeing 777-233(LR),35243,12,Air Canada
125,132,C-FIUJ,Boeing 777-233(LR),35244,12,Air Canada
126,133,C-FIVK,Boeing 777-233(LR),35245,12,Air Canada
127,134,C-FNND,Boeing 777-233(LR),35246,12,Air Canada
128,135,C-FNNH,Boeing 777-233(LR),35247,12,Air Canada
129,137,C-FITL,Boeing 777-333(ER),35256,13,Air Canada
130,138,C-FITU,Boeing 777-333(ER),35254,12,Air Canada
131,139,C-FITW,Boeing 777-333(ER),35298,12,Air Canada
132,140,C-FIUL,Boeing 777-333(ER),35255,12,Air Canada
133,141,C-FIUR,Boeing 777-333(ER),35242,12,Air Canada
134,142,C-FIUV,Boeing 777-333(ER),35248,12,Air Canada
135,143,C-FIUW,Boeing 777-333(ER),35249,12,Air Canada
136,144,C-FIVM,Boeing 777-333(ER),35249,11,Air Canada
137,145,C-FIVQ,Boeing 777-333(ER),35240,11,Air Canada
138,146,C-FIVR,Boeing 777-333(ER),35241,11,Air Canada
139,147,C-FIVS,Boeing 777-333(ER),35784,10,Air Canada
140,148,C-FIVW,Boeing 777-333(ER),42218,6,Air Canada
141,149,C-FIVX,Boeing 777-333(ER),41525,6,Air Canada
142,150,C-FJZS,Boeing 777-333(ER),62400,4,Air Canada
143,151,C-FKAU,Boeing 777-333(ER),62401,3,Air Canada
144,152,C-FNNQ,Boeing 777-333(ER),43251,6,Air Canada
145,153,C-FNNU,Boeing 777-333(ER),43249,6,Air Canada
146,154,C-FNNW,Boeing 777-333(ER),43250,6,Air Canada
147,155,C-FRAM,Boeing 777-333(ER),35250,11,Air Canada
148,157,C-GHPQ,Boeing 787-8 Dreamliner,35257,5,Air Canada
149,158,C-GHPT,Boeing 787-8 Dreamliner,35258,5,Air Canada
150,159,C-GHPU,Boeing 787-8 Dreamliner,35259,5,Air Canada
151,160,C-GHPV,Boeing 787-8 Dreamliner,35260,5,Air Canada
152,161,C-GHPX,Boeing 787-8 Dreamliner,35261,5,Air Canada
153,162,C-GHPY,Boeing 787-8 Dreamliner,35262,5,Air Canada
154,163,C-GHQQ,Boeing 787-8 Dreamliner,35263,5,Air Canada
155,164,C-GHQY,Boeing 787-8 Dreamliner,35264,5,Air Canada
156,166,C-FGDT,Boeing 787-9 Dreamliner,37171,4,Air Canada
157,167,C-FGDX,Boeing 787-9 Dreamliner,35269,4,Air Canada
158,168,C-FGDZ,Boeing 787-9 Dreamliner,37173,4,Air Canada
159,169,C-FGEI,Boeing 787-9 Dreamliner,37174,4,Air Canada
160,170,C-FGEO,Boeing 787-9 Dreamliner,37180,4,Air Canada
161,171,C-FGFZ,Boeing 787-9 Dreamliner,37172,4,Air Canada
162,172,C-FGHZ,Boeing 787-9 Dreamliner,37169,4,Air Canada
163,173,C-FKSV,Boeing 787-9 Dreamliner,37170,3,Air Canada
164,174,C-FNOE,Boeing 787-9 Dreamliner,35265,4,Air Canada
165,175,C-FNOG,Boeing 787-9 Dreamliner,35266,4,Air Canada
166,176,C-FNOH,Boeing 787-9 Dreamliner,35267,4,Air Canada
167,177,C-FNOI,Boeing 787-9 Dreamliner,35268,4,Air Canada
168,178,C-FPQB,Boeing 787-9 Dreamliner,35270,3,Air Canada
169,179,C-FRSA,Boeing 787-9 Dreamliner,37175,3,Air Canada
170,180,C-FRSE,Boeing 787-9 Dreamliner,37181,3,Air Canada
171,181,C-FRSI,Boeing 787-9 Dreamliner,37176,3,Air Canada
172,182,C-FRSO,Boeing 787-9 Dreamliner,37177,3,Air Canada
173,183,C-FRSR,Boeing 787-9 Dreamliner,37178,2,Air Canada
174,184,C-FRTG,Boeing 787-9 Dreamliner,37184,2,Air Canada
175,185,C-FRTU,Boeing 787-9 Dreamliner,37183,2,Air Canada
176,186,C-FRTW,Boeing 787-9 Dreamliner,37179,2,Air Canada
177,187,C-FSBV,Boeing 787-9 Dreamliner,37182,2,Air Canada
178,188,C-FVLQ,Boeing 787-9 Dreamliner,38357,2,Air Canada
179,189,C-FVLU,Boeing 787-9 Dreamliner,38360,2,Air Canada
180,190,C-FVLX,Boeing 787-9 Dreamliner,38356,2,Air Canada
181,191,C-FVLZ,Boeing 787-9 Dreamliner,38358,2,Air Canada
182,192,C-FVNB,Boeing 787-9 Dreamliner,38359,1,Air Canada
183,193,C-FVND,Boeing 787-9 Dreamliner,38361,1,Air Canada
184,194,C-FVNF,Boeing 787-9 Dreamliner,38362,Brand,Air Canada
185,196,C-GJXE,Airbus A220-300,55076,Brand,Air Canada
186,197,C-GJXN,Airbus A220-300,55078,Brand,Air Canada
187,198,C-GJXV,Airbus A220-300,55079,Brand,Air Canada
188,199,C-GROV,Airbus A220-300,55067,Brand,Air Canada
189,201,C-FWJF,Bombardier CRJ-100ER,7095,24,Air Canada
190,202,C-FWJI,Bombardier CRJ-100ER,7096,24,Air Canada
191,203,C-FWRR,Bombardier CRJ-100ER,7107,24,Air Canada
192,204,C-FWRS,Bombardier CRJ-100ER,7112,24,Air Canada
193,206,C-FDJA,Bombardier CRJ-200ER,7979,15,Air Canada
194,207,C-FEJA,Bombardier CRJ-200ER,7983,15,Air Canada
195,208,C-FFJA,Bombardier CRJ-200ER,7985,15,Air Canada
196,209,C-FIJA,Bombardier CRJ-200ER,7987,15,Air Canada
197,210,C-FZJA,Bombardier CRJ-200ER,7988,15,Air Canada
198,211,C-GGJA,Bombardier CRJ-200ER,8002,15,Air Canada
199,212,C-GJZZ,Bombardier CRJ-200ER,7978,15,Air Canada
200,213,C-GKEJ,Bombardier CRJ-200LR,7269,21,Air Canada
201,214,C-GKEK,Bombardier CRJ-200LR,7270,21,Air Canada
202,215,C-GKEM,Bombardier CRJ-200LR,7277,21,Air Canada
203,216,C-GKEP,Bombardier CRJ-200LR,7303,21,Air Canada
204,217,C-GKEZ,Bombardier CRJ-200LR,7327,20,Air Canada
205,218,C-GKFR,Bombardier CRJ-200LR,7330,20,Air Canada
206,219,C-GKGC,Bombardier CRJ-200LR,7334,20,Air Canada
207,220,C-GMJA,Bombardier CRJ-200ER,8003,15,Air Canada
208,221,C-GNJA,Bombardier CRJ-200ER,8004,15,Air Canada
209,222,C-GOJA,Bombardier CRJ-200ER,8009,15,Air Canada
210,223,C-GQJA,Bombardier CRJ-200ER,7963,15,Air Canada
211,224,C-GTJA,Bombardier CRJ-200ER,7966,15,Air Canada
212,225,C-GUJA,Bombardier CRJ-200ER,8011,15,Air Canada
213,226,C-GXJA,Bombardier CRJ-200ER,8017,15,Air Canada
214,227,C-GZJA,Bombardier CRJ-200ER,8018,15,Air Canada
215,229,C-FBJZ,Bombardier CRJ-900LR,15037,14,Air Canada
216,230,C-FCJZ,Bombardier CRJ-900LR,15040,14,Air Canada
217,231,C-FDJZ,Bombardier CRJ-900LR,15041,14,Air Canada
218,232,C-FIJZ,Bombardier CRJ-900LR,15082,14,Air Canada
219,233,C-FJJZ,Bombardier CRJ-900LR,15043,14,Air Canada
220,234,C-FJZD,Bombardier CRJ-900LR,15420,3,Air Canada
221,235,C-FJZL,Bombardier CRJ-900LR,15421,3,Air Canada
222,236,C-FKJZ,Bombardier CRJ-900LR,15044,14,Air Canada
223,237,C-FLJZ,Bombardier CRJ-900LR,15045,14,Air Canada
224,238,C-FNJZ,Bombardier CRJ-900LR,15046,14,Air Canada
225,239,C-FOJZ,Bombardier CRJ-900LR,15098,14,Air Canada
226,240,C-FRJA,Bombardier CRJ-900LR,15100,13,Air Canada
227,241,C-FTJZ,Bombardier CRJ-900LR,15047,14,Air Canada
228,242,C-FUJZ,Bombardier CRJ-900LR,15048,14,Air Canada
229,243,C-GDJZ,Bombardier CRJ-900LR,15049,14,Air Canada
230,244,C-GFJZ,Bombardier CRJ-900LR,15050,14,Air Canada
231,245,C-GJAN,Bombardier CRJ-900LR,15101,13,Air Canada
232,246,C-GJAZ,Bombardier CRJ-900LR,15036,14,Air Canada
233,247,C-GJZS,Bombardier CRJ-900LR,15422,3,Air Canada
234,248,C-GJZT,Bombardier CRJ-900LR,15423,3,Air Canada
235,249,C-GJZV,Bombardier CRJ-900LR,15424,3,Air Canada
236,250,C-GLJZ,Bombardier CRJ-900LR,15051,14,Air Canada
237,251,C-GNJZ,Bombardier CRJ-900LR,15052,14,Air Canada
238,252,C-GOJZ,Bombardier CRJ-900LR,15053,14,Air Canada
239,253,C-GPJZ,Bombardier CRJ-900LR,15055,14,Air Canada
240,255,C-GKON,De Havilland Canada Dash 8-100,130,31,Air Canada
241,256,C-GONY,De Havilland Canada Dash 8-100,115,31,Air Canada
242,258,C-FACF,De Havilland Canada Dash 8-300,259,29,Air Canada
243,259,C-FACT,De Havilland Canada Dash 8-300,262,29,Air Canada
244,260,C-FACV,De Havilland Canada Dash 8-300,278,28,Air Canada
245,261,C-FADF,De Havilland Canada Dash 8-300,272,28,Air Canada
246,262,C-FJFM,De Havilland Canada Dash 8-300,240,29,Air Canada
247,263,C-FJVV,De Havilland Canada Dash 8-300,271,28,Air Canada
248,264,C-FMDW,De Havilland Canada Dash 8-300,269,29,Air Canada
249,265,C-FRUZ,De Havilland Canada Dash 8-300,293,28,Air Canada
250,266,C-FSOU,De Havilland Canada Dash 8-300,342,27,Air Canada
251,267,C-FTAK,De Havilland Canada Dash 8-300,246,29,Air Canada
252,268,C-GABO,De Havilland Canada Dash 8-300,248,29,Air Canada
253,269,C-GABP,De Havilland Canada Dash 8-300,257,29,Air Canada
254,270,C-GETA,De Havilland Canada Dash 8-300,186,30,Air Canada
255,271,C-GEWQ,De Havilland Canada Dash 8-300,202,30,Air Canada
256,272,C-GHTA,De Havilland Canada Dash 8-300,198,30,Air Canada
257,273,C-GKTA,De Havilland Canada Dash 8-300,124,31,Air Canada
258,274,C-GLTA,De Havilland Canada Dash 8-300,154,30,Air Canada
259,275,C-GMON,De Havilland Canada Dash 8-300,131,30,Air Canada
260,276,C-GNON,De Havilland Canada Dash 8-300,137,30,Air Canada
261,277,C-GTAG,De Havilland Canada Dash 8-300,200,30,Air Canada
262,278,C-GTAQ,De Havilland Canada Dash 8-300,180,30,Air Canada
263,279,C-GTAT,De Havilland Canada Dash 8-300,188,30,Air Canada
264,280,C-GUON,De Havilland Canada Dash 8-300,143,30,Air Canada
265,281,C-GVON,De Havilland Canada Dash 8-300,149,30,Air Canada
266,283,C-FSRJ,De Havilland Canada Dash 8-400,4165,12,Air Canada
267,284,C-FSRN,De Havilland Canada Dash 8-400,4170,12,Air Canada
268,285,C-FSRW,De Havilland Canada Dash 8-400,4172,12,Air Canada
269,286,C-FSRY,De Havilland Canada Dash 8-400,4174,12,Air Canada
270,287,C-FSRZ,De Havilland Canada Dash 8-400,4176,12,Air Canada
271,288,C-GBJZ,De Havilland Canada Dash 8-400,4503,4,Air Canada
272,289,C-GGAH,De Havilland Canada Dash 8-400,4432,7,Air Canada
273,290,C-GGBF,De Havilland Canada Dash 8-400,4433,7,Air Canada
274,291,C-GGCI,De Havilland Canada Dash 8-400,4434,7,Air Canada
275,292,C-GGDU,De Havilland Canada Dash 8-400,4435,7,Air Canada
276,293,C-GGFJ,De Havilland Canada Dash 8-400,4436,7,Air Canada
277,294,C-GGFP,De Havilland Canada Dash 8-400,4437,7,Air Canada
278,295,C-GGMI,De Havilland Canada Dash 8-400,4413,8,Air Canada
279,296,C-GGMN,De Havilland Canada Dash 8-400,4405,8,Air Canada
280,297,C-GGMQ,De Havilland Canada Dash 8-400,4403,8,Air Canada
281,298,C-GGMU,De Havilland Canada Dash 8-400,4397,8,Air Canada
282,299,C-GGMZ,De Havilland Canada Dash 8-400,4399,8,Air Canada
283,300,C-GGND,De Havilland Canada Dash 8-400,4394,8,Air Canada
284,301,C-GGNF,De Havilland Canada Dash 8-400,4393,8,Air Canada
285,302,C-GGNW,De Havilland Canada Dash 8-400,4388,8,Air Canada
286,303,C-GGNY,De Havilland Canada Dash 8-400,4386,8,Air Canada
287,304,C-GGNZ,De Havilland Canada Dash 8-400,4384,8,Air Canada
288,305,C-GGOF,De Havilland Canada Dash 8-400,4383,8,Air Canada
289,306,C-GGOI,De Havilland Canada Dash 8-400,4381,8,Air Canada
290,307,C-GGOK,De Havilland Canada Dash 8-400,4372,8,Air Canada
291,308,C-GGOY,De Havilland Canada Dash 8-400,4365,9,Air Canada
292,309,C-GIJZ,De Havilland Canada Dash 8-400,4509,4,Air Canada
293,310,C-GJZA,De Havilland Canada Dash 8-400,4531,4,Air Canada
294,311,C-GJZC,De Havilland Canada Dash 8-400,4181,12,Air Canada
295,312,C-GJZD,De Havilland Canada Dash 8-400,4533,4,Air Canada
296,313,C-GJZF,De Havilland Canada Dash 8-400,4186,12,Air Canada
297,314,C-GJZG,De Havilland Canada Dash 8-400,4507,4,Air Canada
298,315,C-GJZH,De Havilland Canada Dash 8-400,4168,12,Air Canada
299,316,C-GJZK,De Havilland Canada Dash 8-400,4499,4,Air Canada
300,317,C-GJZN,De Havilland Canada Dash 8-400,4341,9,Air Canada
301,318,C-GJZR,De Havilland Canada Dash 8-400,4182,12,Air Canada
302,319,C-GJZX,De Havilland Canada Dash 8-400,4508,4,Air Canada
303,320,C-GJZY,De Havilland Canada Dash 8-400,4529,3,Air Canada
304,321,C-GKUK,De Havilland Canada Dash 8-400,4369,8,Air Canada
305,322,C-GSJZ,De Havilland Canada Dash 8-400,4510,4,Air Canada
306,323,C-GUJZ,De Havilland Canada Dash 8-400,4516,4,Air Canada
307,324,C-GVJZ,De Havilland Canada Dash 8-400,4520,4,Air Canada
308,325,C-GXJZ,De Havilland Canada Dash 8-400,4523,3,Air Canada
309,326,C-GYJZ,De Havilland Canada Dash 8-400,4524,4,Air Canada
310,328,C-FHJU,Embraer E190AR,19000044,13,Air Canada
311,329,C-FHKA,Embraer E190AR,19000046,13,Air Canada
312,330,C-FHKI,Embraer E190AR,19000052,13,Air Canada
313,331,C-FHOS,Embraer E190AR,19000101,12,Air Canada
314,332,C-FHOY,Embraer E190AR,19000105,12,Air Canada
315,333,C-FLWE,Embraer E190AR,19000092,12,Air Canada
316,334,C-FLWH,Embraer E190AR,19000094,12,Air Canada
317,335,C-FLWK,Embraer E190AR,19000096,12,Air Canada
318,336,C-FMYV,Embraer E190AR,19000108,12,Air Canada
319,337,C-FMZD,Embraer E190AR,19000115,12,Air Canada
320,338,C-FMZR,Embraer E190AR,19000116,12,Air Canada
321,339,C-FMZU,Embraer E190AR,19000118,12,Air Canada
322,340,C-FMZW,Embraer E190AR,19000124,12,Air Canada
323,341,C-FNAI,Embraer E190AR,19000132,12,Air Canada
